rainfall_1h,rainfall_24h,rainfall_72h,slope_angle,soil_moisture_proxy,historical_landslide_count,landslide_occurred
1.61,46.57,86.91,39.9,27.4,7,0
5.32,27.18,66.71,29.4,19.7,6,0
19.61,126.47,210.73,12.0,46.5,3,0
0.66,25.93,61.45,50.3,29.6,11,0
0.78,14.17,67.7,20.9,30.8,3,0
7.26,47.76,85.71,18.8,31.5,6,0
6.6,55.26,143.01,40.2,30.5,4,0
1.73,37.75,77.06,51.5,24.0,6,0
10.06,76.44,139.31,43.1,36.2,4,0
0.83,7.05,119.47,36.5,39.7,9,0
15.6,140.13,274.03,36.8,49.3,10,1
27.73,120.53,320.32,38.8,56.9,3,1
57.3,263.72,525.42,38.1,69.9,4,1
2.49,16.22,121.74,34.2,37.7,11,0
1.25,5.26,21.31,32.8,20.0,9,0
4.49,33.95,58.87,31.5,27.1,5,0
6.97,31.68,99.35,26.0,28.1,12,0
4.05,118.76,274.32,29.8,51.9,9,0
6.48,19.2,66.66,18.5,31.2,7,0
2.72,10.4,50.98,31.2,17.7,6,0
0.17,1.83,88.96,24.1,35.5,9,0
52.53,154.69,268.71,23.2,58.8,8,1
10.27,48.64,104.69,33.4,28.7,4,0
49.86,225.64,419.81,43.1,61.3,4,1
3.58,24.13,55.11,39.3,31.7,7,0
6.05,19.58,59.06,19.4,26.2,5,0
1.27,11.87,85.78,24.1,28.6,7,0
5.18,24.84,100.26,39.5,39.5,1,0
4.58,48.73,225.03,24.1,35.7,3,0
1.4,42.4,67.68,30.2,22.8,6,0
56.48,196.31,310.75,36.4,53.2,5,1
8.54,122.48,214.61,24.3,33.4,9,0
2.34,62.13,137.65,32.8,31.9,3,0
37.53,152.87,266.25,21.3,44.7,12,1
8.03,47.68,80.34,27.2,32.8,2,0
62.06,218.96,489.81,34.6,72.4,10,1
1.94,28.73,52.61,19.3,16.8,4,0
48.98,147.0,305.98,35.5,47.1,11,1
6.99,38.68,166.17,31.8,33.2,4,0
2.55,130.89,317.76,36.4,50.7,8,1
3.35,59.95,186.86,33.8,33.2,9,0
7.78,31.0,120.79,42.9,34.3,4,0
1.43,80.41,170.13,33.0,33.5,5,0
3.8,110.29,226.67,28.6,45.6,7,0
6.36,34.6,114.88,33.0,31.5,9,0
4.65,74.57,161.16,36.3,31.3,9,0
5.62,74.33,188.96,32.4,45.8,1,0
4.74,15.92,46.37,32.3,31.7,6,0
1.33,32.18,52.37,26.4,26.7,11,0
3.17,17.59,67.69,26.7,25.6,8,0
4.56,48.55,104.94,20.8,25.2,6,0
61.89,309.38,600.0,46.0,85.4,9,1
6.37,41.1,66.92,22.0,30.8,6,0
3.34,25.64,59.44,26.5,21.9,8,0
21.99,140.78,225.95,26.3,39.2,6,0
0.68,93.42,298.62,39.2,52.1,9,1
1.39,5.71,69.83,29.6,21.1,8,0
2.51,73.07,169.42,42.0,33.8,6,0
1.56,6.27,20.4,26.6,16.8,4,0
5.89,25.89,67.47,34.2,21.7,5,0
0.24,36.82,92.83,25.3,25.7,4,0
1.17,42.6,101.28,49.2,34.7,7,0
2.08,41.37,87.11,22.5,19.9,4,0
6.9,18.4,68.27,34.5,29.0,13,0
12.52,37.55,96.54,37.1,30.9,13,0
9.61,104.04,170.15,35.3,41.9,10,1
1.21,7.19,9.84,30.5,22.3,3,0
32.44,145.09,225.04,31.0,40.6,9,0
0.18,45.92,149.32,32.4,30.9,5,0
2.23,34.23,87.49,30.8,33.7,5,0
57.77,178.43,354.83,39.7,58.0,9,1
3.66,14.21,67.05,49.7,24.2,7,0
0.97,56.42,183.04,27.5,42.8,4,0
3.46,124.62,266.47,21.0,44.4,10,0
1.32,4.69,19.77,31.3,22.0,6,0
51.7,225.87,475.95,52.6,64.6,9,1
4.01,23.33,136.12,25.6,36.3,9,0
2.58,51.51,128.48,45.1,27.9,8,0
58.78,264.17,575.23,45.4,76.0,6,1
4.96,48.93,103.1,27.6,27.0,6,0
11.1,67.24,152.6,36.6,36.6,5,0
8.58,56.42,97.02,45.0,31.6,9,0
6.49,67.59,143.02,29.0,28.8,5,0
4.12,29.33,60.24,30.4,28.1,2,0
0.01,46.74,98.66,27.3,22.5,7,0
5.7,34.39,64.6,23.9,37.4,5,0
2.64,14.06,31.88,26.8,20.6,7,0
0.75,18.47,55.8,22.2,30.8,5,0
3.53,27.54,57.99,32.3,26.8,6,0
57.03,237.36,371.43,25.8,58.4,5,1
19.57,128.94,309.78,33.9,45.1,11,1
2.81,31.56,55.52,19.6,29.8,8,0
4.69,67.21,150.9,34.6,35.3,6,0
11.43,60.08,177.98,38.7,40.1,10,0
2.44,13.34,39.88,16.1,23.5,2,0
0.92,5.83,33.65,35.0,24.0,12,0
1.99,56.99,116.77,41.8,27.2,6,0
13.76,43.18,87.47,22.3,28.0,5,0
1.04,7.38,18.15,45.4,19.7,10,0
2.4,9.42,22.34,35.4,18.7,4,0
3.75,28.65,69.13,26.4,27.6,6,0
11.27,47.55,153.59,31.6,37.2,8,0
16.66,42.64,85.75,36.5,29.8,9,0
3.33,26.64,150.18,32.6,34.5,8,0
16.13,59.9,172.37,36.3,39.3,5,0
1.06,40.57,97.29,24.6,30.9,4,0
1.02,48.1,150.41,33.4,35.5,6,0
17.89,108.86,194.05,20.7,40.2,12,0
4.28,29.76,92.46,31.1,35.2,5,0
1.23,9.31,119.3,24.8,25.9,13,0
4.02,58.56,108.18,26.1,29.2,7,0
9.17,49.86,81.49,41.9,29.8,3,0
10.52,52.04,96.36,40.7,21.7,6,0
11.97,110.77,233.09,36.9,50.2,6,1
62.37,264.24,535.51,23.3,74.8,3,1
62.79,231.02,333.19,29.5,58.1,10,1
4.28,170.15,337.15,41.7,59.3,6,1
5.6,74.42,164.83,33.1,38.5,6,0
8.53,55.37,170.67,50.6,25.9,10,0
3.32,21.29,33.51,35.1,24.1,8,0
0.46,78.04,168.27,33.5,37.9,7,0
61.23,272.06,400.99,29.5,54.7,5,1
5.87,23.85,104.71,33.1,21.5,8,0
1.28,21.62,99.94,30.8,32.3,7,0
0.96,4.31,18.03,37.7,15.6,12,0
2.08,85.94,169.04,39.7,47.2,4,0
0.2,21.76,102.03,25.7,31.5,3,0
8.16,28.26,80.56,21.4,34.8,8,0
1.8,14.3,27.64,17.3,22.9,4,0
0.8,101.95,223.55,36.1,46.1,12,1
7.21,45.63,168.15,23.2,37.1,6,0
11.11,51.9,105.25,14.8,35.6,13,0
0.12,17.63,39.22,35.1,15.0,2,0
1.6,6.84,24.88,51.9,26.9,5,0
17.43,66.71,182.48,32.0,41.6,3,0
2.92,30.89,68.08,38.7,26.0,9,0
16.74,83.03,182.97,32.7,36.3,11,0
1.92,18.95,86.72,31.2,27.2,4,0
1.48,27.07,71.86,39.4,28.6,7,0
1.45,5.89,17.25,29.7,27.8,2,0
0.53,73.88,276.54,34.1,45.0,8,0
54.31,247.33,410.27,34.6,52.5,3,1
23.42,96.59,167.42,26.7,49.2,4,0
18.54,55.33,294.4,39.9,52.8,4,0
11.46,42.69,129.49,30.6,31.0,15,0
11.26,53.84,137.53,26.0,39.7,6,0
6.49,35.42,74.42,36.3,32.1,8,0
10.5,77.32,124.61,24.8,34.9,4,0
44.89,164.7,312.31,32.2,48.8,14,1
2.95,22.31,98.91,31.9,33.2,8,0
6.14,83.22,152.55,40.7,40.7,6,0
12.47,41.1,116.08,35.8,23.0,9,0
6.48,58.32,140.49,31.8,35.2,5,0
10.96,51.28,77.59,38.5,29.3,7,0
3.85,19.56,64.0,43.1,27.7,6,0
7.58,45.38,101.09,36.5,30.3,8,0
23.47,94.51,214.79,32.1,47.4,3,0
1.0,61.61,102.05,21.5,29.1,7,0
49.93,147.78,271.34,23.5,47.1,8,0
4.43,42.03,89.42,29.6,30.5,9,0
6.18,45.0,72.03,27.1,26.3,4,0
12.62,45.39,89.39,30.5,22.0,13,0
3.16,47.18,140.58,32.5,35.1,5,0
3.25,26.46,44.98,36.2,25.6,6,0
4.49,51.01,108.96,31.4,29.1,4,0
0.12,44.34,83.54,35.9,27.7,1,0
4.12,21.96,78.69,32.5,15.0,9,0
2.06,22.12,53.35,16.2,31.4,6,0
15.78,77.81,147.5,24.5,39.3,11,0
0.55,7.47,21.48,30.8,15.5,8,0
3.69,9.26,26.73,22.3,19.3,6,0
17.68,144.69,270.88,36.8,54.3,10,1
13.88,66.42,179.04,44.2,32.1,5,0
7.25,29.71,48.87,41.8,27.3,5,0
5.34,23.65,70.59,30.3,24.6,5,0
1.98,17.07,38.79,43.9,25.9,5,0
2.74,12.37,24.97,33.2,22.7,7,0
0.57,13.18,53.18,29.3,23.9,3,0
9.25,37.93,63.54,27.1,28.3,8,0
2.35,7.93,51.98,29.6,22.7,5,0
6.61,46.68,200.92,28.9,31.2,8,0
62.15,314.2,482.53,33.4,63.6,4,1
3.75,25.65,65.32,33.3,21.3,6,0
4.86,66.37,186.64,32.0,30.6,19,0
9.71,25.85,60.28,35.5,27.9,5,0
1.42,43.43,100.05,41.5,29.1,6,0
3.05,10.09,19.53,39.6,23.7,6,0
0.84,47.96,129.21,20.1,35.5,3,0
0.47,55.14,145.56,12.0,38.3,3,0
5.57,56.87,163.18,39.5,38.4,7,0
1.26,47.34,105.57,21.1,25.7,10,0
0.37,22.23,94.2,30.2,32.3,7,0
13.64,59.74,102.95,22.6,31.4,9,0
4.59,39.89,194.64,17.6,50.4,11,0
0.87,16.94,32.21,36.3,23.3,7,0
0.33,1.23,6.34,38.1,22.5,6,0
0.77,18.8,137.97,27.4,33.3,9,0
3.82,40.49,144.6,12.0,34.7,2,0
6.62,20.43,82.85,27.6,28.2,3,0
6.15,49.1,94.07,35.1,27.2,6,0
0.94,28.95,105.28,20.2,31.4,8,0
6.02,26.11,67.05,33.5,29.8,9,0
3.11,25.77,80.18,31.9,25.9,10,0
3.75,94.26,260.84,36.6,50.3,8,1
9.7,94.17,180.33,33.0,41.6,7,1
2.43,22.27,59.12,24.2,21.5,7,0
0.95,14.38,69.55,41.6,22.1,7,0
12.4,46.67,120.09,30.7,34.2,4,0
28.36,123.39,175.85,31.8,34.6,10,0
2.09,16.95,36.45,24.5,18.4,7,0
7.36,94.46,231.08,28.5,51.7,6,0
6.9,100.17,156.74,24.9,30.8,12,0
9.67,67.4,105.83,30.6,23.0,8,0
1.22,14.25,40.43,45.7,20.1,11,0
2.61,15.56,35.21,21.0,24.7,7,0
0.81,25.3,45.61,19.1,24.9,8,0
4.67,46.08,88.67,43.8,38.3,13,0
2.08,19.72,117.61,30.3,27.9,11,0
7.01,52.89,71.74,26.6,28.4,7,0
37.55,200.35,449.61,40.3,70.6,4,1
0.37,39.19,108.16,27.2,27.5,5,0
3.4,29.98,78.13,46.6,31.3,10,0
19.05,121.84,176.37,37.4,28.5,6,1
13.29,59.11,174.2,28.1,46.2,7,0
30.71,157.23,340.77,49.3,59.1,5,1
3.24,20.35,34.91,27.2,20.1,7,0
0.29,8.97,33.51,37.9,27.5,11,0
2.19,8.84,22.04,34.4,28.8,8,0
6.76,32.11,61.26,42.4,19.7,6,0
0.87,124.62,271.53,44.5,44.2,7,1
2.14,21.02,57.83,32.3,32.5,6,0
0.35,66.74,174.43,26.0,37.8,9,0
3.87,18.54,130.02,35.7,35.2,9,0
36.83,148.63,276.06,26.6,48.0,7,1
0.57,22.07,49.3,48.1,29.4,9,0
3.18,23.27,90.89,33.1,31.7,9,0
2.6,35.35,86.58,29.1,29.2,4,0
4.63,30.94,86.86,33.5,18.2,1,0
8.29,67.54,205.49,21.2,43.7,7,0
0.72,16.14,111.71,24.2,34.8,9,0
9.4,56.44,122.92,41.6,26.1,9,0
0.16,10.27,23.91,26.7,16.5,12,0
3.51,41.59,107.97,23.6,33.4,5,0
5.31,43.01,108.7,36.3,31.8,7,0
18.88,72.96,160.9,41.5,26.2,7,0
5.12,25.89,50.82,37.8,21.0,7,0
1.04,28.42,80.64,40.0,29.6,4,0
4.37,89.3,183.36,25.9,41.7,2,0
3.02,16.26,35.91,20.6,20.7,5,0
3.92,53.88,193.81,44.0,38.6,3,0
1.32,24.26,115.94,29.4,27.2,9,0
4.17,30.77,108.0,30.0,37.4,9,0
0.98,85.39,164.75,42.6,37.3,9,0
46.7,179.42,345.15,36.4,51.2,5,1
5.41,65.92,132.22,35.6,27.4,7,0
0.49,19.69,66.56,49.3,20.3,11,0
13.22,43.11,109.76,26.9,40.0,7,0
5.75,46.01,84.85,39.4,27.6,9,0
2.28,73.56,185.43,32.5,36.5,11,0
0.28,46.85,155.28,34.1,34.5,6,0
6.0,23.71,52.82,44.2,22.1,5,0
59.93,270.73,464.75,36.1,65.9,8,1
14.29,72.71,164.87,36.3,36.7,6,0
0.21,21.77,70.55,40.6,27.1,6,0
0.24,6.05,12.25,29.1,15.0,8,0
55.77,176.35,422.23,25.3,66.7,7,1
20.09,109.66,145.22,23.6,31.8,8,0
0.17,33.44,140.86,16.3,30.8,3,0
7.55,68.72,102.11,48.4,26.7,3,0
1.5,73.92,161.9,23.2,30.9,6,0
7.25,28.93,107.42,30.2,32.1,4,0
12.18,84.6,221.82,29.8,46.7,6,0
0.64,30.25,182.74,34.5,34.7,7,0
1.64,83.65,140.54,38.5,24.8,5,0
0.15,8.56,38.5,38.9,18.7,6,0
0.27,8.91,18.61,27.3,19.6,6,0
0.18,30.94,61.51,30.7,20.0,7,0
9.68,99.47,199.56,34.3,37.0,8,1
2.13,51.03,108.97,30.0,28.1,5,0
4.08,50.26,164.73,44.9,36.4,12,0
9.3,43.34,70.17,35.9,19.7,9,0
4.1,45.53,107.6,37.9,33.7,6,0
3.36,49.54,136.57,37.3,42.0,6,0
0.07,35.25,58.21,41.4,33.0,6,0
5.04,42.95,305.66,33.4,47.6,3,0
0.8,3.33,19.3,21.6,25.3,7,0
65.77,322.53,573.02,35.2,80.1,8,1
1.79,21.7,143.43,26.8,34.1,7,0
6.73,100.19,275.56,27.8,48.4,7,0
6.23,47.67,132.06,36.7,36.6,6,0
5.75,47.26,99.79,41.9,34.4,5,0
1.86,133.03,205.52,32.2,36.5,8,1
1.86,7.51,41.19,34.5,27.9,9,0
11.93,40.06,92.37,45.6,37.6,7,0
0.08,26.88,110.21,33.9,35.4,10,0
41.02,166.11,265.95,52.8,54.3,1,1
5.65,31.4,71.1,36.5,15.0,12,0
65.11,304.87,567.07,17.9,79.7,14,1
2.66,31.0,51.97,38.0,26.5,6,0
6.36,29.01,86.53,35.0,33.8,7,0
4.89,26.87,50.44,42.3,19.4,3,0
0.4,3.71,43.09,37.4,21.8,9,0
5.83,40.55,112.12,30.9,35.7,8,0
10.09,45.93,90.83,22.2,23.8,5,0
29.32,145.82,342.06,30.3,55.4,3,0
0.18,22.14,76.25,25.2,27.5,4,0
6.47,28.71,67.87,27.4,25.8,9,0
3.21,17.67,132.05,36.7,36.1,3,0
0.06,24.16,53.97,45.4,19.8,3,0
5.72,32.82,85.92,35.2,24.7,6,0
0.78,21.13,105.88,22.4,29.9,5,0
2.85,70.53,112.73,35.6,25.3,9,0
45.08,163.86,337.36,41.6,59.9,10,1
2.69,18.36,74.42,27.1,23.4,9,0
4.07,60.42,126.52,30.9,36.6,8,0
2.67,18.25,35.5,32.1,19.2,11,0
4.83,21.81,55.12,25.7,29.0,4,0
1.64,9.18,28.29,37.2,15.0,8,0
6.05,92.24,181.44,31.0,45.2,8,0
11.54,104.5,213.18,35.4,47.0,12,1
1.52,12.22,61.56,24.9,23.4,6,0
4.25,33.51,95.72,28.5,25.4,9,0
6.28,19.9,41.51,37.8,26.4,8,0
4.99,42.28,98.51,29.0,22.2,4,0
2.73,13.37,34.23,45.8,23.6,11,0
42.06,121.25,254.3,28.8,41.4,3,0
0.17,44.06,128.57,33.8,31.6,4,0
2.77,21.03,64.46,39.5,23.2,7,0
4.56,18.04,35.21,20.7,19.5,8,0
0.12,45.29,169.97,17.9,45.5,7,0
4.25,54.78,120.37,19.8,35.9,4,0
6.37,50.41,72.37,42.1,19.8,10,0
8.54,97.76,213.84,27.6,37.0,5,0
0.72,19.03,57.89,52.5,30.1,11,0
27.98,95.79,168.49,27.5,41.7,4,0
5.59,19.99,104.25,33.5,23.5,4,0
2.71,19.31,60.49,44.3,29.5,7,0
1.72,8.58,100.28,48.0,31.4,11,0
45.83,156.49,227.38,48.5,33.0,11,1
12.81,52.71,133.38,41.7,31.3,10,0
4.41,30.07,131.95,40.2,32.5,4,0
6.5,21.25,56.22,36.7,25.9,9,0
2.66,21.26,42.02,38.2,17.6,4,0
2.95,40.17,96.92,27.6,25.9,6,0
2.02,16.88,136.61,25.5,30.5,7,0
7.34,29.34,96.89,32.0,27.0,11,0
2.67,128.07,240.35,30.6,41.4,5,0
1.27,37.37,108.81,28.4,30.2,6,0
2.77,25.37,55.32,37.6,27.1,8,0
11.54,72.14,167.06,39.6,45.6,5,0
8.04,50.09,96.68,32.7,34.0,4,0
2.44,11.34,35.2,43.8,30.1,6,0
14.24,56.17,179.9,22.9,35.6,5,0
0.47,28.19,94.62,30.5,24.4,8,0
0.31,12.58,212.96,26.3,45.3,10,0
0.82,3.52,13.27,17.1,21.2,4,0
0.74,10.78,33.15,31.3,27.0,6,0
0.55,5.45,67.45,31.0,22.3,4,0
6.5,79.94,134.09,44.1,36.7,6,0
5.51,24.53,47.26,37.0,23.9,8,0
6.26,31.47,79.2,23.8,25.6,7,0
7.0,46.21,83.22,46.8,26.5,7,0
8.49,47.96,200.38,41.8,42.5,6,0
1.39,26.0,64.41,36.7,30.3,6,0
5.84,36.28,126.73,30.2,30.8,7,0
5.21,30.77,128.26,24.3,34.5,5,0
17.26,89.83,198.09,29.0,41.5,4,0
1.59,12.9,68.95,40.7,30.6,12,0
0.36,14.12,33.9,47.1,28.3,5,0
6.36,105.08,157.05,44.3,44.8,6,0
8.09,37.95,143.16,28.1,32.0,4,0
2.0,15.53,41.48,23.0,31.4,9,0
5.08,25.4,58.91,33.1,26.5,5,0
40.22,132.22,210.91,17.9,35.6,1,0
19.32,60.05,87.44,34.6,25.5,4,0
0.7,3.49,25.32,30.8,24.9,6,0
0.42,5.38,28.78,28.3,26.5,7,0
0.27,12.15,42.81,19.2,19.2,4,0
3.34,10.87,109.31,36.1,27.1,4,0
0.61,37.22,76.75,27.7,25.0,8,0
8.19,66.09,134.35,22.6,29.1,6,0
13.75,67.02,153.93,12.0,26.0,5,0
1.81,110.82,260.27,31.8,34.9,4,0
5.95,54.21,137.29,46.2,31.8,7,0
0.26,34.73,179.67,45.3,39.2,8,0
2.93,16.7,68.29,28.3,30.1,6,0
2.08,53.41,77.54,27.2,20.9,11,0
1.56,79.39,178.22,35.8,31.1,12,0
6.21,26.88,72.55,24.0,24.6,10,0
0.84,31.6,101.73,34.4,30.2,5,0
11.83,68.0,144.46,38.1,39.5,5,0
6.56,28.98,80.26,41.8,31.6,6,0
41.54,161.65,358.99,31.2,54.1,13,1
16.43,71.18,172.63,30.4,39.1,10,0
17.12,57.29,124.03,25.0,28.2,5,0
4.81,15.14,75.8,25.4,28.0,13,0
4.1,33.03,62.94,30.2,26.0,4,0
2.45,31.16,51.86,34.9,32.2,4,0
7.54,94.8,154.13,39.3,37.9,7,0
4.64,39.21,63.03,25.6,22.4,8,0
51.34,167.59,410.03,43.9,57.2,14,1
1.64,6.43,22.2,29.8,20.6,5,0
2.23,63.67,153.86,31.8,27.6,3,0
2.28,22.0,77.89,26.0,26.6,10,0
9.84,69.84,189.71,12.6,38.3,10,0
0.63,3.08,32.32,39.1,25.6,7,0
3.65,29.58,69.85,37.9,30.0,11,0
3.35,18.24,47.35,29.7,25.2,5,0
0.46,2.11,90.49,32.5,20.9,10,0
34.7,188.13,283.95,36.1,42.3,12,1
4.32,28.93,46.42,19.5,21.6,7,0
0.4,11.46,41.3,27.8,27.4,10,0
4.28,58.43,116.59,38.4,34.8,8,0
19.2,94.99,175.28,22.0,36.3,10,0
23.15,80.09,365.16,34.3,68.3,5,0
4.55,85.76,203.41,21.1,48.1,5,0
4.34,23.45,107.81,35.7,37.0,8,0
2.02,50.49,118.54,31.7,35.4,6,0
35.09,148.02,264.91,19.1,48.8,3,0
1.92,12.34,68.88,41.3,28.8,5,0
3.62,26.22,95.71,26.1,20.5,14,0
0.02,1.07,30.1,25.5,17.8,8,0
2.58,19.13,116.16,33.6,30.5,4,0
0.44,34.37,180.09,41.2,38.6,6,0
8.17,38.72,83.28,23.9,27.7,10,0
4.94,23.18,48.56,32.5,26.2,5,0
5.09,37.18,95.12,35.4,19.0,11,0
2.03,26.85,215.74,37.5,44.1,2,0
10.12,66.94,132.64,33.4,33.6,11,0
0.02,35.65,88.87,29.1,27.9,6,0
2.44,37.7,91.91,25.4,33.8,4,0
6.46,70.8,111.65,32.7,25.9,8,0
14.31,43.96,113.94,23.4,30.2,5,0
1.6,26.04,50.83,12.0,26.5,6,0
4.67,26.64,113.58,35.5,27.1,5,0
4.63,98.35,233.63,39.2,33.3,6,0
12.44,57.7,152.28,13.1,29.5,3,0
0.31,81.52,162.86,23.9,36.0,6,0
3.31,48.07,88.85,37.0,27.6,11,0
1.21,36.9,129.06,48.5,32.8,11,0
0.13,17.34,53.65,32.2,22.1,10,0
0.95,18.03,41.61,26.2,17.6,8,0
22.5,75.08,125.34,30.5,33.2,9,0
1.45,13.22,52.19,43.0,24.4,7,0
16.4,128.15,257.43,26.8,48.9,5,0
1.38,43.9,117.63,25.6,28.0,6,0
16.07,88.72,211.99,28.1,31.1,5,0
6.38,37.07,87.66,24.4,15.7,7,0
0.72,3.76,87.98,33.0,26.8,4,0
5.23,47.37,95.39,45.0,30.2,4,0
2.3,18.88,50.6,34.6,23.9,8,0
2.9,60.56,129.65,30.0,30.1,7,0
40.24,202.18,403.26,29.7,52.4,9,1
3.3,16.53,125.08,19.5,23.1,8,0
6.55,45.22,96.97,39.1,31.5,6,0
8.78,61.53,121.53,31.4,31.0,8,0
2.4,30.65,71.68,30.6,25.3,8,0
15.49,79.87,217.63,57.5,34.1,1,0
16.73,54.49,123.26,34.4,27.5,12,0
0.25,7.5,84.63,26.0,28.7,7,0
0.09,36.81,80.07,28.6,29.4,6,0
3.32,10.02,43.63,41.2,23.5,7,0
5.36,51.26,113.69,32.9,38.3,11,0
1.95,24.27,117.9,20.5,28.9,5,0
1.8,76.23,135.31,39.4,40.0,5,0
6.81,172.51,382.95,26.7,59.4,9,1
52.38,193.96,373.35,47.0,57.9,6,1
1.1,17.37,26.88,40.6,27.4,10,0
12.95,67.65,121.88,28.4,29.1,2,0
6.84,27.65,75.58,42.2,25.9,5,0
41.23,144.13,308.08,32.5,44.7,3,1
6.9,39.76,83.36,38.8,33.0,9,0
50.65,228.04,369.26,35.9,58.6,7,1
3.79,19.76,52.11,25.2,30.7,6,0
1.11,17.34,38.79,26.9,24.9,10,0
0.25,21.08,81.92,40.2,33.7,4,0
2.48,68.95,301.58,29.3,46.4,11,0
0.98,7.3,68.11,28.8,31.7,6,0
6.02,26.9,124.15,24.4,30.4,5,0
6.73,79.73,235.85,35.4,43.6,8,0
0.97,4.62,63.87,48.5,30.0,10,0
0.15,27.32,192.0,23.5,50.8,10,0
9.44,63.66,141.24,32.2,38.2,6,0
0.01,12.14,56.35,43.3,30.2,13,0
2.53,22.81,76.27,31.4,24.9,6,0
4.09,60.32,210.69,35.6,41.9,8,0
10.24,41.16,120.76,23.5,31.6,4,0
10.94,39.1,105.66,35.4,37.6,13,0
7.74,37.85,60.89,30.5,25.4,2,0
1.7,18.81,124.05,39.9,39.0,6,0
7.64,44.86,111.45,41.5,24.6,3,0
61.24,248.82,479.87,52.7,75.0,6,1
1.45,68.64,157.64,36.6,31.5,12,0
42.95,134.4,248.23,34.6,49.1,8,1
6.82,27.8,58.33,33.6,21.5,7,0
41.52,118.63,264.09,29.2,49.5,6,0
0.37,67.23,98.9,34.7,25.1,6,0
9.2,48.83,89.46,29.6,34.1,10,0
11.78,47.42,99.81,33.3,34.2,5,0
36.31,147.3,320.73,42.5,49.1,9,1
3.36,31.41,67.32,23.9,29.6,6,0
11.2,37.33,111.06,41.1,35.8,7,0
7.83,49.34,133.54,42.5,28.7,6,0
5.2,43.51,88.34,31.1,23.7,5,0
2.31,38.42,101.23,15.0,24.8,6,0
40.05,194.84,420.3,27.1,56.0,6,1
3.25,13.39,62.56,42.4,20.9,8,0
2.03,15.31,29.29,31.8,27.6,14,0
52.93,200.04,405.46,24.0,63.3,8,1
4.35,70.6,129.58,28.0,24.5,4,0
1.11,4.37,31.99,38.7,20.6,6,0
42.45,139.63,227.96,36.4,37.0,9,1
0.94,28.2,88.91,30.1,33.2,12,0
3.94,36.2,70.82,29.1,24.8,6,0
39.59,130.19,296.19,28.9,41.9,12,0
3.98,31.8,52.1,24.6,26.1,7,0
2.69,101.55,149.87,44.9,38.0,7,1
3.86,40.03,116.71,29.4,26.9,3,0
11.33,61.65,117.19,41.7,30.4,6,0
27.9,133.08,250.87,44.2,40.6,11,1
5.98,30.66,83.41,40.0,34.6,8,0
9.46,45.83,76.95,28.5,25.5,11,0
38.26,122.15,169.36,35.2,33.3,6,1
12.74,70.97,226.51,31.8,42.4,12,0
18.48,129.89,311.52,24.8,50.1,5,1
5.14,27.69,58.54,34.6,29.3,8,0
8.41,38.25,120.06,22.6,38.1,15,0
4.31,77.64,170.06,41.5,43.1,10,0
2.02,11.2,31.32,28.3,21.2,12,0
11.47,60.57,124.94,33.6,34.0,1,0
5.45,35.65,89.34,34.3,36.4,3,0
5.2,111.32,198.96,29.9,47.5,10,0
6.46,37.95,67.44,36.7,22.4,5,0
11.63,50.82,132.18,28.2,36.2,6,0
7.9,52.5,90.1,39.0,31.1,9,0
1.42,93.13,159.18,21.2,40.6,7,0
3.77,56.75,112.95,33.0,37.5,6,0
23.56,102.34,184.33,47.5,33.2,9,1
4.85,56.08,87.97,24.0,25.3,6,0
70.36,301.86,457.18,26.6,70.3,6,1
10.07,70.18,128.32,36.1,33.6,5,0
6.58,52.63,159.01,33.4,24.8,11,0
2.58,23.77,46.2,34.8,16.3,9,0
2.18,32.77,99.3,35.9,33.2,8,0
6.19,53.96,98.99,37.1,34.1,13,0
3.4,14.72,72.73,40.9,20.5,3,0
9.62,38.2,139.75,35.3,39.5,2,0
8.57,38.82,70.31,30.1,26.0,11,0
49.07,181.0,345.28,37.4,49.4,2,1
7.28,60.77,138.19,47.2,31.0,9,0
4.09,31.59,57.77,30.9,19.7,3,0
2.34,50.98,159.66,24.2,32.9,5,0
3.2,39.8,91.62,40.9,19.8,9,0
13.54,114.34,159.16,31.0,35.5,7,0
2.67,12.61,28.79,14.6,25.8,10,0
2.03,26.79,64.85,38.8,19.7,9,0
2.6,38.49,154.56,27.7,35.5,13,0
1.45,9.68,28.08,31.3,18.8,9,0
4.72,30.34,77.92,34.7,31.1,5,0
59.47,193.02,404.0,33.5,48.8,8,1
10.2,79.77,184.86,37.7,42.0,4,0
1.53,21.03,58.69,28.5,16.8,6,0
5.47,38.97,107.36,36.1,29.7,9,0
0.8,16.3,38.66,29.9,20.3,4,0
23.03,96.08,198.38,37.9,38.0,6,1
60.3,279.06,600.0,36.9,72.4,5,1
10.36,55.27,99.3,24.5,38.2,5,0
8.78,43.56,226.64,40.7,36.2,7,0
7.5,27.17,97.46,27.7,23.7,9,0
10.54,42.05,121.66,38.5,41.1,7,0
0.64,61.24,137.51,34.9,35.4,9,0
6.81,160.01,317.02,46.7,45.4,8,1
1.85,17.84,71.88,30.2,26.5,12,0
9.25,29.73,42.13,29.2,23.0,14,0
18.86,75.04,161.64,31.8,27.7,11,0
13.91,55.76,104.56,29.6,26.7,10,0
0.73,28.15,148.97,38.4,34.8,12,0
2.77,28.33,96.46,19.1,36.0,4,0
2.72,43.7,99.39,23.6,29.0,6,0
31.07,148.08,315.08,23.5,50.9,7,1
